14.7763	17.6691	6.93628	2.37522	36.9085	-0.000106067	-0.695969	-1.22E-05
15.4685	18.2926	6.80881	0.887621	36.2729	-4.66E-05	0.669831	0.00011455
14.9662	17.7	7.17739	3.55359	39.3393	-5.41E-05	-0.959431	-2.56E-05
15.1255	17.9481	6.62713	2.18439	36.791	-0.000229082	-1.00487	-4.08E-05
15.5144	18.2597	6.20899	3.48984	35.9873	-6.87E-06	2.10562	7.82E-05
15.2281	18.1173	6.0397	3.46031	36.2627	9.31E-05	-9.0346	-1.18E-05
15.1579	17.9938	6.49242	1.71733	36.7125	-9.38E-05	-0.456336	0.000121588
15.3484	18.1513	5.96925	2.6436	36.8099	-7.31E-05	3.56042	1.78E-05
15.0185	17.7783	6.44405	3.719	38.8883	-0.000246438	-6.57478	-9.95E-05
15.4838	18.3521	6.36972	2.07615	36.4626	-7.37E-06	3.76805	3.13E-06
14.9143	17.635	5.93116	3.48451	36.73	-9.20E-05	-9.53255	-4.91E-05
15.1853	17.8722	6.4974	3.80862	36.611	-0.000174764	8.67067	-9.90E-05
15.1891	17.9272	6.25221	3.70136	35.9698	2.15E-05	7.68372	2.59E-06
15.4754	18.2856	5.70561	4.05706	35.4281	-9.46E-05	-7.4964	-0.000117354
14.9906	17.7233	6.56643	3.44864	36.2853	-0.000264735	-6.51957	2.69E-05
14.7785	17.6827	6.55872	2.28807	36.9799	-5.04E-05	-0.340464	5.02E-05
14.9681	17.7316	6.36192	3.57708	36.4323	-0.000126145	-6.01603	-0.000116438
14.7099	17.4217	6.21632	3.14158	37.0102	-8.27E-05	-0.140969	6.50E-05
15.1251	17.8612	6.03077	3.58352	36.1919	-8.90E-05	-5.62702	5.50E-05
15.4003	18.1966	6.14955	2.25404	36.7311	-3.05E-05	-1.82824	3.28E-05
15.1764	17.9627	5.89792	3.62798	36.0033	-0.000143967	-2.95574	-1.34E-05
15.1341	17.9636	6.0168	3.14723	36.7259	-0.000223764	0.29999	8.81E-06
15.1228	17.8301	6.09266	3.78064	38.3262	-3.12E-05	-7.58986	-3.92E-05
15.0192	17.8048	6.11647	3.07408	36.9465	-0.000160123	2.84905	4.67E-05
14.889	17.6499	6.08755	2.7878	37.2461	0.000112416	3.36747	4.39E-05
15.1067	17.9684	6.60426	3.34761	36.4248	1.72E-05	-4.69	-7.69E-05
15.123	18.0453	6.08635	2.73962	36.6739	2.87E-05	6.31453	-0.000149367
14.908	17.5217	6.97513	3.33331	37.4995	-0.000127874	2.88344	7.74E-05
14.9003	17.7526	7.14455	2.26229	36.7215	5.93E-05	-2.09449	-2.10E-05
15.179	17.991	5.22381	3.37494	36.9824	4.33E-05	-3.29112	-7.74E-05
15.1024	17.8811	6.25728	2.11594	37.0133	-2.71E-05	1.38098	-2.24E-05
15.0039	17.7736	6.1762	3.13448	36.9847	-0.000246903	2.8363	-7.64E-05
15.1868	17.9433	6.44132	3.46683	36.3899	-6.92E-05	-7.2579	-9.83E-05
14.8789	17.665	6.9512	2.54886	36.8706	-0.000116347	2.63931	-4.23E-05
14.8373	17.6926	6.67292	3.11716	36.7929	-1.86E-05	-8.98689	-1.86E-05
14.9898	17.6283	6.46792	2.42487	37.0119	-2.58E-05	-4.06913	-3.87E-06
15.2667	17.9807	6.52577	3.22701	36.4515	-0.000113462	-7.81424	-2.85E-05
15.3819	18.2615	6.25954	3.03039	36.256	-9.55E-05	4.82339	-5.92E-05
15.8109	18.5069	5.65063	1.75602	36.7029	0.000201374	-2.32635	1.34E-05
15.1155	17.7569	6.62613	2.6823	36.8714	3.99E-05	3.38628	-0.000195793
15.0884	17.9484	6.72179	2.08576	36.6911	-8.98E-05	1.16243	-9.37E-05
15.1799	18.0426	6.45685	2.0926	36.732	-6.35E-05	2.33442	-6.01E-06
15.2132	18.0163	6.07569	3.06089	36.6481	-2.14E-05	-4.81557	6.28E-05
14.7697	17.4681	7.12167	2.96242	36.7963	1.19E-05	3.15005	0.000134842
14.8145	17.5929	6.68262	3.20433	36.8946	-5.85E-05	6.82677	-2.73E-05
15.2235	17.9833	7.08589	1.97869	36.3812	-0.000141061	4.41389	-1.01E-05
14.9879	17.7312	6.35275	2.98099	36.9209	-3.27E-07	5.73002	-8.08E-05
14.9102	17.7513	6.31656	2.76224	37.0623	-0.0001776	0.969595	3.15E-06
15.3872	18.1334	6.08499	3.3139	36.3536	-0.000153254	-6.76636	0.000109868
14.8506	17.6274	5.96635	3.11615	37.284	-0.000237516	-3.55835	-4.61E-05
14.9507	17.6806	6.5469	2.29084	36.9721	5.02E-05	0.323291	-0.000136017
14.984	17.7697	7.36623	2.3201	36.5098	-5.31E-05	3.94374	1.76E-05
15.2137	18.0981	7.11564	1.63067	36.3295	0.000109679	3.66012	0.000172335
15.0725	17.8515	7.08895	3.23171	36.3207	-2.50E-05	-3.10769	-8.95E-05
15.6306	18.4005	5.70061	2.74784	36.5392	-6.28E-05	2.34564	0.000160398
15.3307	18.056	6.19607	3.44174	36.3826	-0.000179312	-0.388057	2.47E-05
14.8401	17.5677	6.28079	3.2848	36.7795	-1.86E-05	-1.14279	8.43E-05
15.1917	18.1301	6.11542	2.55095	36.6828	3.30E-05	-4.52452	6.14E-05
