14.9159, 17.7794, 6.95683, 2.50866, 27.7651, -6.83817e-06, 5.00772, 6.87193e-05
14.6988, 17.5104, 6.26817, 3.20787, 33.1178, -6.23325e-05, 3.42279, 8.7185e-05
15.0744, 17.9023, 6.44164, 1.70419, 33.4392, -2.84223e-05, 3.06293, -2.40037e-05
14.6208, 17.4176, 7.47395, 1.54224, 29.7273, 7.56311e-05, 4.26372, 0.000144156
15.2319, 18.0599, 4.72418, 3.47972, 33.3132, -0.000103772, -4.7357, 8.77438e-05
15.0164, 17.8167, 6.45994, 0.786338, 32.3305, 1.64907e-05, -6.2124, -5.41625e-06
14.831, 17.5903, 6.14135, 2.8994, 33.6622, -4.15923e-05, -6.55832, -9.43644e-05
15.2186, 17.9837, 6.05184, 1.18009, 31.0287, 0.000123423, -1.53072, -7.26845e-05
15.4958, 18.3083, 6.21116, 1.88195, 32.9236, -0.000101708, -6.17807, -0.000113538
14.6796, 17.4271, 6.70472, 1.16235, 33.2786, 0.000129169, -2.50303, -9.19487e-05
15.2341, 17.9318, 5.28216, 3.94145, 33.0676, -3.12349e-05, -8.21655, -9.08559e-05
14.8042, 17.5167, 6.87448, 0.307753, 32.5483, 1.24595e-06, -1.44808, -8.48461e-05
14.7477, 17.5848, 7.18006, 3.2954, 25.832, 1.48765e-05, 0.0296579, -7.25192e-05
14.3927, 17.3163, 6.42344, 4.84757, 22.1186, 9.26529e-05, 3.48639, 3.65835e-05
15.2821, 18.1424, 4.99202, 3.78876, 32.0985, -0.000116345, -0.597841, 6.12343e-05
14.9306, 17.7227, 7.07738, 0.249622, 32.1141, 4.84112e-06, -2.1669, -2.61814e-05
14.9145, 17.6766, 6.27162, 2.17623, 33.6851, 3.91268e-05, -2.18838, 8.17457e-06
13.9098, 16.7269, 7.12692, 1.35998, 33.3577, 2.82143e-05, -0.726403, -8.40153e-05
14.4113, 17.3922, 7.1065, 1.51396, 29.9991, -7.3909e-06, 4.01872, 9.29222e-05
14.5924, 17.4581, 6.7643, 4.14622, 23.7322, 0.000147272, 5.32006, 6.91104e-05
14.7598, 17.5596, 6.02464, 2.10964, 33.482, 0.000110974, 9.67426, 9.74883e-05
14.4113, 17.3812, 6.96152, 2.36202, 33.4318, -0.000271878, -6.96796, -0.00014213
14.9328, 17.831, 6.49043, 3.34168, 25.8421, 0.000121758, 2.39654, 4.07303e-05
15.39, 18.2802, 6.49548, 1.70464, 29.7451, -0.000121506, 4.65718, 1.26259e-05
14.9802, 17.8445, 7.08977, 2.06301, 28.7385, 9.49109e-05, -0.710641, 7.74761e-06
14.6903, 17.4613, 6.61701, 1.48476, 33.3362, -0.000178043, -6.38318, -2.08437e-05
15.2007, 17.8673, 6.93138, 0.700808, 32.4479, 0.000136693, 5.64331, -0.000111228
15.2712, 18.1129, 6.75512, 0.846639, 31.2532, 2.36229e-05, 2.77472, -2.81457e-05
14.5724, 17.4324, 7.29044, 0.868897, 32.5639, -0.000101998, -7.38194, 4.29138e-05
14.9937, 17.8844, 5.59733, 2.77946, 33.5129, 5.72231e-05, -0.0318583, -8.06572e-05
14.3642, 17.2745, 7.20013, 3.73169, 24.8899, 0.000322463, -2.61969, 2.58443e-05
14.6304, 17.4821, 7.10884, 1.42649, 30.2133, -0.000140235, -0.162299, 8.46756e-05
14.5441, 17.3827, 6.87781, 0.679092, 32.5971, 9.31577e-05, 6.09419, 3.44278e-05
15.1425, 17.9214, 6.34329, 2.47139, 33.2527, -3.02289e-05, 2.09979, -2.59764e-05
15.0687, 17.8383, 6.69473, 0.873855, 31.1666, -9.39142e-06, 0.214615, -0.000130792
14.7814, 17.5358, 7.01375, 1.43491, 33.0882, -4.78093e-05, -5.87605, -0.000162953
15.0269, 17.7731, 6.98209, 3.58825, 25.0213, 7.65572e-05, -4.69215, 3.59907e-05
14.7944, 17.5205, 7.56303, 0.619901, 32.1383, 9.30001e-06, 6.07844, 3.6877e-05
15.0618, 17.8709, 6.0233, 2.4573, 33.5015, -0.000145214, -4.04868, 3.40218e-05
14.8489, 17.565, 6.44052, 1.75471, 33.3966, 7.12905e-05, 7.50118, 8.36841e-05
15.0182, 17.9528, 7.051, 3.54238, 24.7625, 2.56869e-05, -1.17101, -9.86336e-05
14.2987, 17.2302, 7.40527, 2.12546, 28.6735, -0.000140803, -5.27994, -0.000118265
14.683, 17.466, 6.46951, 1.96544, 33.5015, 0.000133624, -8.15431, -4.95163e-07
15.6039, 18.2527, 6.16263, 2.15949, 32.9235, 4.32172e-05, 7.41606, -2.56979e-06
14.8948, 17.6448, 6.61305, 0.220492, 32.565, -0.000188694, -1.41834, -3.12708e-05
14.8166, 17.562, 5.96196, 2.079, 33.8031, -9.6338e-05, 9.2585, -6.78839e-05
14.8773, 17.6908, 7.12405, 0.944457, 30.9189, -1.17747e-06, -2.89917, -3.77741e-05
14.7106, 17.4964, 6.61515, 0.543331, 32.0538, 0.00011574, 4.0611, -6.30821e-05
14.6595, 17.4522, 6.47768, 4.58154, 22.5489, 0.000175458, -1.30232, -0.000127352
14.5959, 17.4213, 6.76193, 4.07411, 24.0613, 2.0298e-05, -3.66576, -0.000112905
15.0203, 17.75, 6.88239, 1.5841, 32.8046, -1.67636e-05, 9.53334, 0.000108234
14.8588, 17.6554, 6.53952, 0.399605, 32.38, -6.88608e-05, 4.12343, 0.000176641
14.7623, 17.5752, 6.83375, 1.75904, 33.4111, -4.02258e-05, 4.29961, 1.18737e-05
15.0694, 17.8789, 6.5775, 1.653, 32.9402, -0.000123464, 8.16719, 6.61351e-05
14.9349, 17.7546, 5.58533, 3.12855, 33.5912, 3.1513e-05, 8.10567, 1.39251e-05
